question,language,intent,field_focus,query_focus,source
Can I renew the Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna?,en,SCHEME_ELIGIBILITY,renewal,,synthetic
What benefits are provided under the Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna?,en,SCHEME_BENEFITS,benefits,,synthetic
Does this scholarship reimburse tuition fees?,en,SCHEME_BENEFITS,fee,,synthetic
Does this scholarship reimburse examination fees?,en,SCHEME_BENEFITS,fee,,synthetic
How much tuition fee is reimbursed under this scholarship?,en,SCHEME_BENEFITS,benefits,,synthetic
How much examination fee is reimbursed under this scholarship?,en,SCHEME_BENEFITS,benefits,,synthetic
Is Aadhaar-linked bank account mandatory for this scholarship?,en,SCHEME_ELIGIBILITY,documents,,synthetic
What attendance is required for this scholarship?,en,SCHEME_ELIGIBILITY,attendance,,synthetic
question,language,intent,field_focus,query_focus,source
Tell me about the Government of India Post-Matric Scholarship (CSS).,en,SCHEME_INFO,,,synthetic
What is the Government of India Post-Matric Scholarship Scheme?,en,SCHEME_INFO,,,synthetic
Can you explain the Government of India Post-Matric Scholarship (CSS)?,en,SCHEME_INFO,,,synthetic
Who is eligible for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What are the eligibility criteria for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
Can ST students apply for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,caste,,synthetic
What is the income limit for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,income,,synthetic
Are correspondence or online students eligible for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,course_mode,,synthetic
Can Divyang students get additional benefits under the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
Is Aadhaar-linked bank account mandatory for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,documents,,synthetic
What attendance is required for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,attendance,,synthetic
Can management quota students apply for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can I receive another scholarship along with the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,other_scholarship,,synthetic
What benefits are provided under the Government of India Post-Matric Scholarship?,en,SCHEME_BENEFITS,benefits,,synthetic
Does the Government of India Post-Matric Scholarship provide maintenance allowance?,en,SCHEME_BENEFITS,maintenance_allowance,,synthetic
Can hostellers apply for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
What happens if I fail an examination while receiving the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,academic_progress,,synthetic
Can part-time students apply for the Government of India Post-Matric Scholarship?,en,SCHEME_ELIGIBILITY,course_mode,,synthetic
Who can apply for the Government of India Post-Matric Scholarship after Class 10?,en,SCHEME_ELIGIBILITY,education,,synthetic
Is the Government of India Post-Matric Scholarship available for diploma students?,en,SCHEME_ELIGIBILITY,level,,synthetic

Tell me about the Tuition Fee & Exam Fee for Tribal Students (Freeship).,en,SCHEME_INFO,,,synthetic
What is the Tuition Fee & Exam Fee for Tribal Students (Freeship) scheme?,en,SCHEME_INFO,,,synthetic
Can you explain the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_INFO,,,synthetic
Who is eligible for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What are the eligibility criteria for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
Can ST students apply for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,caste,,synthetic
Is there any income limit for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,income,,synthetic
Can students admitted through CAP apply for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Are management quota students eligible for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can direct second-year students apply for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can Open category merit students avail the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,caste,,synthetic
Is Aadhaar-linked bank account mandatory for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,documents,,synthetic
What benefits are provided under the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_BENEFITS,benefits,,synthetic
Does the Tuition Fee & Exam Fee for Tribal Students (Freeship) cover full tuition fees?,en,SCHEME_BENEFITS,fee,,synthetic
Does the Tuition Fee & Exam Fee for Tribal Students (Freeship) cover examination fees?,en,SCHEME_BENEFITS,fee,,synthetic
Will I get 100% tuition fee reimbursement under this freeship?,en,SCHEME_BENEFITS,fee,,synthetic
What happens if I fail multiple times while receiving this freeship?,en,SCHEME_ELIGIBILITY,academic_progress,,synthetic
Can professional course students apply for this freeship?,en,SCHEME_ELIGIBILITY,level,,synthetic
Can part-time or distance education students apply for this freeship?,en,SCHEME_ELIGIBILITY,course_mode,,synthetic
What is the maximum academic gap allowed for the Tuition Fee & Exam Fee for Tribal Students (Freeship)?,en,SCHEME_ELIGIBILITY,academic_gap,,synthetic
question,language,intent,field_focus,query_focus,source
Tell me about the Vocational Education Fee Reimbursement scheme.,en,SCHEME_INFO,,,synthetic
What is the Vocational Education Fee Reimbursement scheme?,en,SCHEME_INFO,,,synthetic
Can you explain the Vocational Education Fee Reimbursement scheme?,en,SCHEME_INFO,,,synthetic
Who is eligible for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What are the eligibility criteria for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
Can ST students apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,caste,,synthetic
What is the income limit for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,income,,synthetic
Can engineering students apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,course,,synthetic
Can MBA and MCA students apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,course,,synthetic
Can students admitted through CAP apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can direct second-year students apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can management quota students apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can Open category merit students avail the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,caste,,synthetic
Is Aadhaar-linked bank account mandatory for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,documents,,synthetic
Can part-time or distance education students apply for the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,course_mode,,synthetic
What benefits are provided under the Vocational Education Fee Reimbursement scheme?,en,SCHEME_BENEFITS,benefits,,synthetic
Does the Vocational Education Fee Reimbursement scheme cover full tuition fees?,en,SCHEME_BENEFITS,fee,,synthetic
Does the Vocational Education Fee Reimbursement scheme cover examination fees?,en,SCHEME_BENEFITS,fee,,synthetic
Will I get 100% tuition fee reimbursement under the Vocational Education Fee Reimbursement scheme?,en,SCHEME_BENEFITS,fee,,synthetic
What happens if I fail repeatedly while receiving the Vocational Education Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,academic_progress,,synthetic

Tell me about the Vocational Education Maintenance Allowance.,en,SCHEME_INFO,,,synthetic
What is the Vocational Education Maintenance Allowance?,en,SCHEME_INFO,,,synthetic
Can you explain the Vocational Education Maintenance Allowance?,en,SCHEME_INFO,,,synthetic
Who is eligible for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What are the eligibility criteria for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
Can ST students apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,caste,,synthetic
What is the income limit for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,income,,synthetic
Can engineering students apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,course,,synthetic
Can MBA, MSW, B.Ed, or D.Ed students apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,course,,synthetic
Can students admitted through CAP apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can direct second-year students apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can management quota students apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can Open category merit students avail the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,caste,,synthetic
Is Aadhaar-linked bank account mandatory for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,documents,,synthetic
Can part-time or distance education students apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,course_mode,,synthetic
Can hostellers apply for the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
What benefits are provided under the Vocational Education Maintenance Allowance?,en,SCHEME_BENEFITS,benefits,,synthetic
How much maintenance allowance is provided under the Vocational Education Maintenance Allowance?,en,SCHEME_BENEFITS,maintenance_allowance,,synthetic
Is the maintenance allowance paid monthly or yearly?,en,SCHEME_BENEFITS,payment,,synthetic
What happens if I fail repeatedly while receiving the Vocational Education Maintenance Allowance?,en,SCHEME_ELIGIBILITY,academic_progress,,synthetic
question,language,intent,field_focus,query_focus,source
Tell me about the Vocational Training Fee Reimbursement for Scheduled Tribe students.,en,SCHEME_INFO,,,synthetic
What is the Vocational Training Fee Reimbursement for Scheduled Tribe students?,en,SCHEME_INFO,,,synthetic
Can you explain the Vocational Training Fee Reimbursement for Scheduled Tribe students?,en,SCHEME_INFO,,,synthetic
Who is eligible for the Vocational Training Fee Reimbursement for Scheduled Tribe students?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What are the eligibility criteria for the Vocational Training Fee Reimbursement for Scheduled Tribe students?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
Can ST students apply for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,caste,,synthetic
What is the income limit for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,income,,synthetic
Can ITI students apply for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,course,,synthetic
Is admission through CAP mandatory for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Can management quota students apply for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,admission,,synthetic
Is 80% attendance mandatory for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,attendance,,synthetic
Can orphan students apply for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
Is Aadhaar-linked bank account mandatory for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,documents,,synthetic
Can students who already completed an ITI course apply again?,en,SCHEME_ELIGIBILITY,education,,synthetic
What benefits are provided under the Vocational Training Fee Reimbursement scheme?,en,SCHEME_BENEFITS,benefits,,synthetic
Does the Vocational Training Fee Reimbursement scheme cover full tuition fees?,en,SCHEME_BENEFITS,fee,,synthetic
Does the Vocational Training Fee Reimbursement scheme provide maintenance allowance for hostellers?,en,SCHEME_BENEFITS,maintenance_allowance,,synthetic
Can distance or part-time students apply for the Vocational Training Fee Reimbursement scheme?,en,SCHEME_ELIGIBILITY,course_mode,,synthetic
Can I receive another government training benefit along with this scheme?,en,SCHEME_ELIGIBILITY,other_scholarship,,synthetic
What happens if my family income is below ₹2.5 lakh under this scheme?,en,SCHEME_ELIGIBILITY,income,,synthetic

Tell me about the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR).,en,SCHEME_INFO,,,synthetic
What is the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_INFO,,,synthetic
Can you explain the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_INFO,,,synthetic
Who is eligible for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What are the eligibility criteria for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,eligibility,,synthetic
What is the income limit for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,income,,synthetic
Can EBC students apply for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,caste,,synthetic
Can hostellers apply for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
Can students who have received hostel accommodation apply for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,hostel,,synthetic
Can registered labourers' children apply for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
Can management quota students apply for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,admission,,synthetic
What attendance is required for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,attendance,,synthetic
Is Aadhaar-linked bank account mandatory for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,documents,,synthetic
What benefits are provided under the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_BENEFITS,benefits,,synthetic
How much maintenance allowance is provided under the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_BENEFITS,maintenance_allowance,,synthetic
How much maintenance allowance do students in Mumbai receive under the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_BENEFITS,maintenance_allowance,,synthetic
What is the maintenance allowance for students studying in taluka places under the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_BENEFITS,maintenance_allowance,,synthetic
Can girls apply for the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,beneficiary,,synthetic
Can I receive another hostel maintenance benefit along with the Dr. Panjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR)?,en,SCHEME_ELIGIBILITY,other_scholarship,,synthetic
